,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
21024,2203,海亮股份,12.18,2.61,徐骏,增持,20.6794,0.013358469,0.01,20.6794,0.01,20.6794,0.01,2015/4/24,2015/4/24,2015/11/17
21025,2092,中泰化学,6.54,-0.15,邵连凤,增持,1.58,0.001136495,0,1.58,0,1.58,0,2015/4/24,2015/4/24,2015/11/25
21026,2092,中泰化学,6.54,-0.15,吕源,增持,0.5,0.00035965,0,0.5,0,0.5,0,2015/4/24,2015/4/24,2015/11/25
21027,820,神雾节能,3.95,3.13,高琥,增持,1.22,0.004238543,0.01,1.22,0,1.22,0.01,2015/4/24,2015/4/24,2015/9/11
21028,600872,中炬高新,36.75,1.55,前海人寿保险股份有限公司,增持,941,1.181215247,1.18,4000.2517,5.02,4000.2517,5.02,2015/4/23,2015/4/23,2015/4/25
21029,600763,通策医疗,119.2,0.58,李书成,增持,0.05,0.000311876,0,,,,,2015/4/23,2015/4/23,2015/11/27
21030,600763,通策医疗,119.2,0.58,张娣,增持,0.06,0.000374251,0,,,,,2015/4/23,2015/4/23,2015/11/27
21031,600499,科达制造,12.55,1.37,姜美珍,增持,1,0.001434253,0,,,,,2015/4/23,2015/4/23,2015/10/10
21032,300189,神农科技,3.41,3.02,柯进,增持,0.11,0.000268555,0,2.67,0.01,2.67,0.01,2015/4/23,2015/4/23,2015/11/26
21033,300189,神农科技,3.41,3.02,朱艳艳,增持,0.17,0.000415039,0,0.17,0,0.17,0,2015/4/23,2015/4/23,2015/11/26
21034,300142,沃森生物,31.92,0,罗斌,增持,0.05,0.000106838,0,0.45,0,0.45,0,2015/4/23,2015/4/23,2015/11/2
21035,300142,沃森生物,31.92,0,班博,增持,0.39,0.000833333,0,0.39,0,0.39,0,2015/4/23,2015/4/23,2015/11/2
21036,2527,新时达,6.4,3.06,陈增贤,增持,0.1,0.000254336,0,,,,,2015/4/23,2015/4/23,2015/9/23
21037,2527,新时达,6.4,3.06,夏丽君,增持,0.05,0.000127168,0,,,,,2015/4/23,2015/4/23,2015/9/23
21038,2509,天茂退,,,李贵总,增持,0.1,0.000219086,0,,,,,2015/4/23,2015/4/23,2015/11/10
21039,2445,中南文化,2.48,5.53,金清华,增持,0.05,0.000135361,0,0.05,0,0.05,0,2015/4/23,2015/4/23,2015/10/8
21040,2301,齐心集团,7.29,3.4,黄善云,增持,0.03,7.98E-05,0,0.03,0,0.03,0,2015/4/23,2015/4/23,2015/11/6
21041,2092,中泰化学,6.54,-0.15,周东海,增持,10,0.007193007,0.01,10,0.01,10,0.01,2015/4/23,2015/4/23,2015/11/25
21042,567,海德股份,18.81,1.24,陈旭东,增持,1,0.006613757,0.01,,,,,2015/4/23,2015/4/23,2015/4/28
21043,600872,中炬高新,36.75,1.55,前海人寿保险股份有限公司,增持,3059.2517,3.840206964,3.84,3059.2517,3.84,3059.2517,3.84,2015/4/1,2015/4/22,2015/4/25
21044,600763,通策医疗,119.2,0.58,洪毅,增持,0.05,0.000311876,0,,,,,2015/4/22,2015/4/22,2015/11/27
21045,600763,通策医疗,119.2,0.58,肖遂,增持,0.05,0.000311876,0,,,,,2015/4/22,2015/4/22,2015/11/27
21046,600763,通策医疗,119.2,0.58,张晓露,增持,0.05,0.000311876,0,0.05,0,0.05,0,2015/4/22,2015/4/22,2015/11/27
21047,600643,爱建集团,5.39,1.13,海通证券股份有限公司,增持,0.48,0.000434196,0,,,,,2015/4/22,2015/4/22,2015/11/25
21048,600530,交大昂立,2.49,-10.11,李红,增持,1.15,0.003685897,0,,,,,2015/4/22,2015/4/22,2016/1/5
21049,300294,博雅生物,37.97,-0.29,中信建投-交行-中信建投精彩理财新经济集合资产管理计划,增持,15.1516,0.133259455,0.21,15.1516,0.13,15.1516,0.21,2015/4/22,2015/4/22,2015/11/25
21050,300294,博雅生物,37.97,-0.29,中信建投-中信-中信建投精彩理财灵活配置集合资产管理计划,增持,5,0.043975374,0.07,5,0.04,5,0.07,2015/4/22,2015/4/22,2015/11/25
21051,300189,神农科技,3.41,3.02,柯进,增持,0.12,0.000292969,0,2.56,0.01,2.56,0.01,2015/4/22,2015/4/22,2015/11/26
21052,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.09,0.000406171,0,,,,,2015/4/22,2015/4/22,2015/10/14
21053,300142,沃森生物,31.92,0,何兴邦,增持,0.5,0.002136752,0,0.56,0,0.56,0,2015/4/22,2015/4/22,2015/11/2
21054,2664,信质集团,13.22,3.61,中信证券信质电机1号定向资产管理计划,增持,196.3595,0.981748413,1.15,196.3595,0.98,0,,2015/4/22,2015/4/22,2015/4/24
21055,2658,雪迪龙,7.94,1.53,雪迪龙第一期员工持股计划,增持,91.5805,0.151402677,0.15,91.5805,0.15,91.5805,0.15,,2015/4/22,2015/4/23
21056,2509,天茂退,,,谭栩杰,增持,1,0.002190863,0,,,,,2015/4/22,2015/4/22,2015/11/10
21057,2509,天茂退,,,李贵总,增持,0.03,6.57E-05,0,,,,,2015/4/22,2015/4/22,2015/11/10
21058,2268,电科网安,32.5,2.36,黄杰,增持,0.1,0.000231201,0,0.1,0,0.1,0,2015/4/22,2015/4/22,2015/9/29
21059,2014,永新股份,8.84,2.91,楼美兰,增持,0.1,0.000306976,0,0.1,0,0.1,0,2015/4/22,2015/4/22,2015/11/7
21060,959,首钢股份,3.7,1.65,郝淑芬,增持,0.6,0.000113435,0,0.6,0,0.6,0,2015/4/22,2015/4/22,2015/8/4
21061,936,华西股份,7.03,2.63,任向敏,增持,498.45,0.666365525,0.67,1457.68,1.95,1457.68,1.95,2015/4/22,2015/4/22,2015/5/7
21062,917,电广传媒,6.29,7.16,岑俊,增持,0.16,0.00011287,0,,,,,2015/4/22,2015/4/22,2015/11/13
21063,812,陕西金叶,5.5,3.97,马辉,增持,0.68,0.001519975,0,0.68,0,0.68,0,2015/4/22,2015/4/22,2015/11/14
21064,716,黑芝麻,7.2,2.86,长城证券股份有限公司,增持,0.55,0.001726616,0,0.55,0,0.55,0,2015/4/22,2015/4/22,2015/11/17
21065,567,海德股份,18.81,1.24,陈旭东,增持,780.0312,5.158936508,5.19,780.0312,5.16,780.0312,5.19,2015/4/22,2015/4/22,2015/4/24
21066,600970,中材国际,14.42,6.66,西南证券股份有限公司,增持,3.6,0.003292792,0,3.6,0,3.6,0,2015/4/21,2015/4/21,2015/10/21
21067,600970,中材国际,14.42,6.66,康志英,增持,0.2,0.000182933,0,0.2,0,0.2,0,2015/4/21,2015/4/21,2015/10/21
21068,600970,中材国际,14.42,6.66,许怀静,增持,0.84,0.000768318,0,0.84,0,0.84,0,2015/4/21,2015/4/21,2015/10/21
21069,600882,妙可蓝多,26.22,0.42,耿国锋,增持,0.05,0.000125239,0,0.2,0,0.2,0,2015/4/21,2015/4/21,2015/11/12
21070,600763,通策医疗,119.2,0.58,洪毅,增持,0.1,0.000623752,0,,,,,2015/4/21,2015/4/21,2015/11/27
21071,600763,通策医疗,119.2,0.58,徐忠民,增持,0.23,0.001434631,0,,,,,2015/4/21,2015/4/21,2015/11/27
21072,600499,科达制造,12.55,1.37,王家宝,增持,0.3,0.000430276,0,,,,,2015/4/21,2015/4/21,2015/10/10
21073,600193,创兴资源,5.46,0.92,桑日百汇兴投资有限公司,增持,295.3927,0.694432181,0.69,295.3927,0.69,295.3927,0.69,2014/9/12,2015/4/21,2015/5/23
21074,300353,东土科技,11.25,2.37,孙慧丽,增持,0.02,0.000116794,0,0.05,0,0.05,0,2015/4/21,2015/4/21,2015/9/18
21075,300142,沃森生物,31.92,0,何兴邦,增持,0.06,0.00025641,0,0.06,0,0.06,0,2015/4/21,2015/4/21,2015/11/2
21076,2259,ST升达,3.53,0,王永晖,增持,0.58,0.000901573,0,,,,,2015/4/21,2015/4/21,2015/11/5
21077,2259,ST升达,3.53,0,刘化磊,增持,0.3,0.000466331,0,,,,,2015/4/21,2015/4/21,2015/11/5
21078,2203,海亮股份,12.18,2.61,罡玉华,增持,0.5,0.00032299,0,1.1,0,1.1,0,2015/4/21,2015/4/21,2015/11/17
21079,2070,众和退,,,李强,增持,0.05,7.87E-05,0,0.07,0,0.07,0,2015/4/21,2015/4/21,2015/11/20
21080,936,华西股份,7.03,2.63,任向敏,增持,575,0.768703334,0.77,959.23,1.28,959.23,1.28,2015/4/21,2015/4/21,2015/5/7
21081,917,电广传媒,6.29,7.16,岑俊,增持,0.13,9.17E-05,0,,,,,2015/4/21,2015/4/21,2015/11/13
21082,917,电广传媒,6.29,7.16,岑勤德,增持,0.05,3.53E-05,0,,,,,2015/4/21,2015/4/21,2015/11/13
21083,608,阳光股份,2.77,2.97,白亚楠,增持,0.05,6.67E-05,0,0.05,0,,,2015/4/21,2015/4/21,2015/8/25
21084,600763,通策医疗,119.2,0.58,李书成,增持,0.05,0.000311876,0,,,,,2015/4/20,2015/4/20,2015/11/27
21085,600763,通策医疗,119.2,0.58,毛涵,增持,0.1,0.000623752,0,1,0.01,1,0.01,2015/4/20,2015/4/20,2015/11/27
21086,600763,通策医疗,119.2,0.58,肖遂,增持,0.02,0.00012475,0,,,,,2015/4/20,2015/4/20,2015/11/27
21087,600763,通策医疗,119.2,0.58,许焱,增持,0.02,0.00012475,0,,,,,2015/4/20,2015/4/20,2015/11/27
21088,600763,通策医疗,119.2,0.58,徐忠民,增持,0.4,0.00249501,0,,,,,2015/4/20,2015/4/20,2015/11/27
21089,600763,通策医疗,119.2,0.58,陈力,增持,0.04,0.000249501,0,0.06,0,0.06,0,2015/4/20,2015/4/20,2015/11/27
21090,600705,中航产融,3.82,0,周波,增持,0.2,5.36E-05,0,,,,,2015/4/20,2015/4/20,2015/11/5
21091,600666,*ST瑞德,2.86,2.51,郑文军,增持,1.47,0.00506641,0.01,11.22,0.04,11.22,0.04,2015/4/20,2015/4/20,2015/11/20
21092,600499,科达制造,12.55,1.37,程平平,增持,0.1,0.000143425,0,,,,,2015/4/20,2015/4/20,2015/10/10
21093,600167,联美控股,6.13,0.49,高岩,增持,0.06,0.00028436,0,,,,,2015/4/20,2015/4/20,2015/11/20
21094,300429,强力新材,8.58,2.63,俞补孝,增持,0.18,0.002255639,0.01,0.18,0,0.18,0.01,2015/4/20,2015/4/20,2015/10/12
21095,300383,光环新网,12.31,5.48,施侃,增持,0.03,0.000274826,0,0.04,0,0.04,0,2015/4/20,2015/4/20,2015/10/8
21096,300353,东土科技,11.25,2.37,齐素敏,增持,0.03,0.000175192,0,0.09,0,0.09,0,2015/4/20,2015/4/20,2015/9/18
21097,300343,联创股份,8.04,-12.23,李京伟,增持,0.98,0.01225,0.03,,,,,2015/4/20,2015/4/20,2015/10/9
21098,300323,华灿光电,6.63,-0.45,郭忠,增持,1.51,0.003355556,0.01,,,,,2015/4/20,2015/4/20,2015/9/11
21099,300323,华灿光电,6.63,-0.45,张建敏,增持,0.1,0.000222222,0,,,,,2015/4/20,2015/4/20,2015/9/11
21100,300189,神农科技,3.41,3.02,柯进,增持,0.2,0.000488281,0,2.44,0.01,2.44,0.01,2015/4/20,2015/4/20,2015/11/26
21101,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.1,0.000451301,0,,,,,2015/4/20,2015/4/20,2015/10/14
21102,2537,海联金汇,7.39,1.51,皮荃,增持,1,0.006607202,0.01,2.01,0.01,2.01,0.01,2015/4/20,2015/4/20,2016/1/28
21103,2338,奥普光电,28.87,-0.69,施玉庆,增持,17.0203,0.141835833,0.14,591.425,4.93,591.425,4.99,2015/4/8,2015/4/20,2015/5/20
21104,2203,海亮股份,12.18,2.61,王世中,增持,1.1,0.000710578,0,1.35,0,1.35,0,2015/4/20,2015/4/20,2015/11/17
21105,2203,海亮股份,12.18,2.61,罡玉华,增持,0.4,0.000258392,0,0.6,0,0.6,0,2015/4/20,2015/4/20,2015/11/17
21106,2080,中材科技,21.1,0.62,李建伦,增持,0.2,0.0005,0,0.2,0,0.2,0,2015/4/20,2015/4/20,2015/11/21
21107,971,ST高升,1.87,0,王根发,增持,0.11,0.000452489,0,0.11,0,0.11,0,2015/4/20,2015/4/20,2015/10/10
21108,936,华西股份,7.03,2.63,任向敏,增持,384.23,0.513667621,0.51,384.23,0.51,384.23,0.51,2015/4/20,2015/4/20,2015/5/7
21109,917,电广传媒,6.29,7.16,岑俊,增持,0.05,3.53E-05,0,,,,,2015/4/20,2015/4/20,2015/11/13
21110,917,电广传媒,6.29,7.16,杨秀娣,增持,0.1,7.05E-05,0,,,,,2015/4/20,2015/4/20,2015/11/13
21111,917,电广传媒,6.29,7.16,岑勤德,增持,0.03,2.12E-05,0,,,,,2015/4/20,2015/4/20,2015/11/13
21112,820,神雾节能,3.95,3.13,高琥,增持,0.1034,0.000359234,0,0.6434,0,0.6434,0,2015/4/20,2015/4/20,2015/9/11
21113,795,英洛华,6.41,0.63,何时田,增持,0.96,0.002799436,0,1.93,0.01,1.93,0.01,2015/4/20,2015/4/20,2015/11/26
21114,600763,通策医疗,119.2,0.58,唐怀宽,增持,0.02,0.00012475,0,0.02,0,0.02,0,2015/4/17,2015/4/17,2015/11/27
21115,600499,科达制造,12.55,1.37,王家宝,增持,0.2,0.000286851,0,,,,,2015/4/17,2015/4/17,2015/10/10
21116,600499,科达制造,12.55,1.37,刘寿增,增持,0.2,0.000286851,0,,,,,2015/4/17,2015/4/17,2015/10/10
21117,600499,科达制造,12.55,1.37,陈现好,增持,0.2,0.000286851,0,,,,,2015/4/17,2015/4/17,2015/10/10
21118,300383,光环新网,12.31,5.48,施侃,增持,0.01,9.16E-05,0,0.01,0,0.01,0,2015/4/17,2015/4/17,2015/10/8
21119,300353,东土科技,11.25,2.37,孙慧丽,增持,0.01,5.84E-05,0,0.04,0,0.04,0,2015/4/17,2015/4/17,2015/9/18
21120,300323,华灿光电,6.63,-0.45,郭忠,增持,0.35,0.000777778,0,,,,,2015/4/17,2015/4/17,2015/9/11
21121,300189,神农科技,3.41,3.02,柯进,增持,0.84,0.002050781,0,2.24,0.01,2.24,0.01,2015/4/17,2015/4/17,2015/11/26
21122,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.01,4.51E-05,0,,,,,2015/4/17,2015/4/17,2015/10/14
21123,300018,中元股份,6.18,2.15,单鹏,增持,0.15,0.000769231,0,0.45,0,0.45,0,2015/4/17,2015/4/17,2015/9/17
21124,2279,久其软件,7.38,5.13,梁学琼,增持,0.09,0.00045409,0,,,,,2015/4/17,2015/4/17,2015/11/10
21125,2203,海亮股份,12.18,2.61,罡玉华,增持,0.2,0.000129196,0,0.2,0,0.2,0,2015/4/17,2015/4/17,2015/11/17
21126,2203,海亮股份,12.18,2.61,王世中,增持,0.25,0.000161495,0,0.25,0,0.25,0,2015/4/17,2015/4/17,2015/11/17
21127,2070,众和退,,,郁红梅,增持,1,0.001574163,0,1,0,1,0,2015/4/17,2015/4/17,2015/11/20
21128,2018,华信退,,,邱伟国,增持,0.09,7.51E-05,0,0.09,0,0.09,0,2015/4/17,2015/4/17,2015/9/26
21129,795,英洛华,6.41,0.63,何时田,增持,0.97,0.002828597,0,0.97,0,0.97,0,2015/4/17,2015/4/17,2015/11/26
21130,600802,福建水泥,5.26,1.74,温峰岩,增持,0.1,0.000261867,0,0.1,0,0.1,0,2015/4/16,2015/4/16,2015/8/21
21131,600499,科达制造,12.55,1.37,刘寿增,增持,0.2,0.000286851,0,,,,,2015/4/16,2015/4/16,2015/10/10
21132,600075,新疆天业,5.13,1.38,石胜权,增持,0.06,0.000136801,0,,,,,2015/4/16,2015/4/16,2015/9/10
21133,600000,浦发银行,7.6,1.6,李名佳,增持,4,0.000214437,0,,,,,2015/2/9,2015/4/16,2015/11/24
21134,300294,博雅生物,37.97,-0.29,庞跃林,增持,0.3,0.002638522,0,0.5,0,0.5,0.01,2015/4/16,2015/4/16,2015/11/25
21135,300169,天晟新材,4.01,6.08,中科汇通(深圳)股权投资基金有限公司,增持,105.96,0.325046289,0.61,105.96,0.33,105.96,0.61,2015/4/16,2015/4/16,2015/7/8
21136,300142,沃森生物,31.92,0,罗斌,增持,0.11,0.000470085,0,0.3,0,0.3,0,2015/4/16,2015/4/16,2015/11/2
21137,2020,京新药业,14.83,-1.13,西南证券股份有限公司,增持,29.36,0.102495744,0.14,0,,0,,2014/10/15,2015/4/16,2015/11/14
21138,890,法尔胜,4.43,3.02,朱韵,增持,0.1,0.000263406,0,0.1,0,0.1,0,2015/4/16,2015/4/16,2015/9/24
21139,603128,华贸物流,9.98,-0.2,高洁,增持,0.08,0.0002,0,,,,,2015/4/15,2015/4/15,2015/11/7
21140,600763,通策医疗,119.2,0.58,潘骏雅,增持,0.1,0.000623752,0,0.1,0,0.1,0,2015/4/15,2015/4/15,2015/11/27
21141,600763,通策医疗,119.2,0.58,肖遂,增持,0.04,0.000249501,0,,,,,2015/4/15,2015/4/15,2015/11/27
21142,600499,科达制造,12.55,1.37,刘寿增,增持,0.4,0.000573701,0,,,,,2015/4/15,2015/4/15,2015/10/10
21143,600291,退市西水,,,蔡光兵,增持,0.15,0.000390625,0,,,,,2015/4/15,2015/4/15,2015/10/24
21144,300353,东土科技,11.25,2.37,孙慧丽,增持,0.02,0.000116794,0,0.03,0,0.03,0,2015/4/15,2015/4/15,2015/9/18
21145,300018,中元股份,6.18,2.15,单鹏,增持,0.02,0.000102564,0,0.44,0,0.44,0,2015/4/15,2015/4/15,2015/9/17
21146,2739,万达电影,14.27,10.02,张龙,增持,0.24,0.000428571,0,,,,,2015/4/15,2015/4/15,2015/11/26
21147,2369,卓翼科技,4.78,4.6,张莉,增持,9.55,0.019411319,0.03,9.55,0.02,9.55,0.03,2015/4/9,2015/4/15,2015/6/3
21148,2070,众和退,,,李强,增持,0.02,3.15E-05,0,0.02,0,0.02,0,2015/4/15,2015/4/15,2015/11/20
21149,893,亚钾国际,24.39,-1.13,戴松,增持,0.01,2.45E-05,0,,,,,2015/4/15,2015/4/15,2015/10/17
21150,890,法尔胜,4.43,3.02,严骏伟,增持,2,0.005268127,0.01,5,0.01,5,0.01,2015/4/15,2015/4/15,2015/9/24
21151,557,西部创业,5.92,10.04,蔡植,增持,0.29,0.000422658,0,0.29,0,0.29,0,2015/4/15,2015/4/15,2015/11/23
21152,600785,新华百货,17.51,-1.96,最具巴菲特潜力500倍基金3期对冲基金,增持,272.077,1.205847877,1.31,272.077,1.21,272.077,1.31,2015/4/1,2015/4/14,2015/8/17
21153,600763,通策医疗,119.2,0.58,李燕丰,增持,0.02,0.00012475,0,0.04,0,0.04,0,2015/4/14,2015/4/14,2015/11/27
21154,600763,通策医疗,119.2,0.58,肖遂,增持,0.03,0.000187126,0,,,,,2015/4/14,2015/4/14,2015/11/27
21155,600643,爱建集团,5.39,1.13,海通证券股份有限公司,增持,0.03,2.71E-05,0,,,,,2015/4/14,2015/4/14,2015/11/25
21156,600499,科达制造,12.55,1.37,李万享,增持,0.02,2.87E-05,0,,,,,2015/4/14,2015/4/14,2015/10/10
21157,600499,科达制造,12.55,1.37,刘寿增,增持,0.2,0.000286851,0,,,,,2015/4/14,2015/4/14,2015/10/10
21158,600291,退市西水,,,蔡光兵,增持,0.1,0.000260417,0,,,,,2015/4/14,2015/4/14,2015/10/24
21159,600289,ST信通,2.75,1.48,国信证券股份有限公司,增持,1171.7,2.065111068,2.07,1171.7,2.07,1171.7,2.07,2015/4/14,2015/4/14,2015/4/15
21160,600167,联美控股,6.13,0.49,高岩,增持,0.1,0.000473934,0,,,,,2015/4/14,2015/4/14,2015/11/20
21161,300353,东土科技,11.25,2.37,齐素敏,增持,0.03,0.000175192,0,0.06,0,0.06,0,2015/4/14,2015/4/14,2015/9/18
21162,300353,东土科技,11.25,2.37,孙慧丽,增持,0.01,5.84E-05,0,0.01,0,0.01,0,2015/4/14,2015/4/14,2015/9/18
21163,300250,初灵信息,15.22,6.14,国信证券股份有限公司,增持,22,0.226769192,0.69,22,0.23,22,0.69,2015/4/14,2015/4/14,2015/9/30
21164,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.11,0.000496431,0,,,,,2015/4/14,2015/4/14,2015/10/14
21165,300162,雷曼光电,6.49,3.02,杨娅,增持,2.49,0.01858209,0.03,,,,,2014/10/15,2015/4/14,2015/7/14
21166,300142,沃森生物,31.92,0,何兴邦,增持,0.2,0.000854701,0,0.61,0,0.61,0,2015/4/14,2015/4/14,2015/11/2
21167,890,法尔胜,4.43,3.02,李鹏飞,增持,0.22,0.000579494,0,0.22,0,0.22,0,2015/4/14,2015/4/14,2015/9/24
21168,820,神雾节能,3.95,3.13,高琥,增持,0.54,0.001876076,0,0.54,0,0.54,0,2015/4/14,2015/4/14,2015/9/11
21169,600967,内蒙一机,9.46,0.42,中信证券自营业务股票账户,增持,630.8828,0.766725003,0.82,1.13,0,1.13,0,2014/10/13,2015/4/13,2015/10/27
21170,600602,云赛智联,9.93,1.95,李鸿华,增持,9.84,0.008389154,0.01,0.4,0,0.4,0,2014/10/14,2015/4/13,2015/9/1
21171,600499,科达制造,12.55,1.37,陈香,增持,0.01,1.43E-05,0,,,,,2015/4/13,2015/4/13,2015/10/10
21172,600000,浦发银行,7.6,1.6,史斌,增持,1.2,6.43E-05,0,,,,,2015/3/5,2015/4/13,2015/11/24
21173,300294,博雅生物,37.97,-0.29,庞跃林,增持,0.2,0.001759015,0,0.2,0,0.2,0,2015/4/13,2015/4/13,2015/11/25
21174,300294,博雅生物,37.97,-0.29,冯小琴,增持,0.1,0.000879507,0,1.98,0.02,1.98,0.03,2015/4/13,2015/4/13,2015/11/25
21175,300142,沃森生物,31.92,0,何兴邦,增持,0.41,0.001752137,0,0.41,0,0.41,0,2015/4/13,2015/4/13,2015/11/2
21176,300018,中元股份,6.18,2.15,单鹏,增持,0.22,0.001128205,0,0.42,0,0.42,0,2015/4/13,2015/4/13,2015/9/17
21177,2445,中南文化,2.48,5.53,金清华,增持,0.15,0.000406082,0,0.2,0,0.2,0,2015/4/13,2015/4/13,2015/10/8
21178,2347,泰尔股份,4.85,4.3,兴证资管鑫众17号集合资产管理计划,增持,103.6672,0.461409015,0.72,103.6672,0.46,,,,2015/4/13,2015/4/14
21179,893,亚钾国际,24.39,-1.13,戴松,增持,0.01,2.45E-05,0,,,,,2015/4/13,2015/4/13,2015/10/17
21180,7,全新好,5.45,-10.07,深圳前海圆融通达投资企业(有限合伙),增持,35.31,0.152880066,0.17,1131.9581,4.9,1131.9581,5.5,2015/4/13,2015/4/13,2015/5/5
21181,600763,通策医疗,119.2,0.58,肖遂,增持,0.01,6.24E-05,0,,,,,2015/4/10,2015/4/10,2015/11/27
21182,600763,通策医疗,119.2,0.58,徐勇,增持,0.01,6.24E-05,0,0.01,0,0.01,0,2015/4/10,2015/4/10,2015/11/27
21183,600763,通策医疗,119.2,0.58,陈力,增持,0.04,0.000249501,0,0.07,0,0.07,0,2015/4/10,2015/4/10,2015/11/27
21184,600602,云赛智联,9.93,1.95,孙蕾,增持,0.1,8.53E-05,0,0.1,0,0.1,0,2015/4/10,2015/4/10,2015/8/27
21185,600602,云赛智联,9.93,1.95,李蕾蕾,增持,1.51,0.00128736,0,1.51,0,1.51,0,2015/4/8,2015/4/10,2015/8/27
21186,600602,云赛智联,9.93,1.95,姚平,增持,0.23,0.000196088,0,0,,0,,2015/3/5,2015/4/10,2015/8/27
21187,600499,科达制造,12.55,1.37,石艳娣,增持,0.07,0.000100398,0,,,,,2015/4/10,2015/4/10,2015/10/10
21188,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.1,0.000451301,0,,,,,2015/4/10,2015/4/10,2015/10/14
21189,300018,中元股份,6.18,2.15,郁琴,增持,0.08,0.000410256,0,0.08,0,0.08,0,2015/4/10,2015/4/10,2015/9/17
21190,2721,金一文化,3.31,2.8,洪淑玲,增持,2.21,0.010230913,0.03,3.86,0.02,3.86,0.05,2015/4/10,2015/4/10,2015/10/13
21191,2721,金一文化,3.31,2.8,徐雪香,增持,0.91,0.004212729,0.01,0.91,0,0.91,0.01,2015/4/10,2015/4/10,2015/10/13
21192,2445,中南文化,2.48,5.53,金清华,增持,0.05,0.000135361,0,0.05,0,0.05,0,2015/4/10,2015/4/10,2015/10/8
21193,2259,ST升达,3.53,0,李静,增持,0.01,1.55E-05,0,,,,,2015/4/10,2015/4/10,2015/11/5
21194,2070,众和退,,,李琼,增持,0.3,0.000472249,0,0.3,0,0.3,0,2015/4/10,2015/4/10,2015/11/20
21195,2044,美年健康,7.01,-1.41,南通友谊实业有限公司工会,增持,22.81,0.101716834,0.1,22.81,0.1,22.81,0.1,2015/4/10,2015/4/10,2015/4/15
21196,820,神雾节能,3.95,3.13,白丽,增持,0.16,0.000555874,0,0.16,0,0.16,0,2015/4/10,2015/4/10,2015/9/11
21197,600882,妙可蓝多,26.22,0.42,耿国锋,增持,0.05,0.000125239,0,0.2,0,0.2,0,2015/4/9,2015/4/9,2015/11/12
21198,600499,科达制造,12.55,1.37,冯伊,增持,0.02,2.87E-05,0,,,,,2015/4/9,2015/4/9,2015/10/10
21199,600462,ST九有,2.27,1.79,韩晶,增持,1,0.001873431,0,,,,,2015/4/9,2015/4/9,2015/8/26
21200,600291,退市西水,,,蔡光兵,增持,0.1,0.000260417,0,,,,,2015/4/9,2015/4/9,2015/10/24
21201,600291,退市西水,,,陈帅,增持,0.05,0.000130208,0,,,,,2015/4/9,2015/4/9,2015/10/24
21202,300294,博雅生物,37.97,-0.29,康四辈,增持,0.01,8.80E-05,0,0.07,0,0.07,0,2015/4/9,2015/4/9,2015/11/25
21203,300189,神农科技,3.41,3.02,柯进,增持,0.1,0.000244141,0,2.5,0.01,2.5,0.01,2015/4/9,2015/4/9,2015/11/26
21204,300150,世纪瑞尔,4.23,6.82,吴荣荣,增持,0.52,0.001925926,0,0.72,0,0.72,0,2015/4/9,2015/4/9,2015/11/18
21205,300018,中元股份,6.18,2.15,单鹏,增持,0.2,0.001025641,0,0.2,0,0.2,0,2015/4/9,2015/4/9,2015/9/17
21206,2259,ST升达,3.53,0,李静,增持,0.3,0.000466331,0,,,,,2015/4/9,2015/4/9,2015/11/5
21207,2070,众和退,,,李强,增持,0.07,0.000110191,0,0.08,0,0.08,0,2015/4/9,2015/4/9,2015/11/20
21208,786,北新建材,26.52,1.34,孙丽,增持,0.01,1.41E-05,0,,,,,2015/4/9,2015/4/9,2015/10/14
21209,7,全新好,5.45,-10.07,深圳前海圆融通达投资企业(有限合伙),增持,10.75,0.046543775,0.05,1096.6481,4.75,1096.6481,5.33,2015/4/9,2015/4/9,2015/5/5
21210,603128,华贸物流,9.98,-0.2,高洁,增持,0.1,0.00025,0,,,,,2015/4/8,2015/4/8,2015/11/7
21211,603128,华贸物流,9.98,-0.2,杨崇兰,增持,1.13,0.002825,0.01,,,,,2015/4/8,2015/4/8,2015/11/7
21212,600970,中材国际,14.42,6.66,许怀静,增持,0.1,9.15E-05,0,0.3,0,0.3,0,2015/4/8,2015/4/8,2015/10/21
21213,600882,妙可蓝多,26.22,0.42,张晓琳,增持,0.02,5.01E-05,0,0.02,0,0.02,0,2015/4/8,2015/4/8,2015/11/12
21214,600763,通策医疗,119.2,0.58,肖遂,增持,0.02,0.00012475,0,,,,,2015/4/8,2015/4/8,2015/11/27
21215,600602,云赛智联,9.93,1.95,金艳春,增持,0.09,7.67E-05,0,0.05,0,0.05,0,2015/3/26,2015/4/8,2015/8/27
21216,600499,科达制造,12.55,1.37,冯伊,增持,0.02,2.87E-05,0,,,,,2015/4/8,2015/4/8,2015/10/10
21217,600499,科达制造,12.55,1.37,何东梅,增持,3,0.004302758,0,,,,,2015/4/8,2015/4/8,2015/10/10
